1,22.5,0.125,0,3,3,0.125,0,0,0.0,0,1,200.0,71.0
1,33.17,3.04,0,7,7,2.04,1,1,1.0,1,1,180.0,18028.0
0,30.67,12.0,1,7,3,2.0,1,1,1.0,0,1,220.0,20.0
1,23.08,2.5,1,7,3,1.085,1,1,11.0,1,1,60.0,2185.0
1,27.0,0.75,1,7,7,4.25,1,1,3.0,1,1,312.0,151.0
0,20.42,10.5,0,13,7,0.0,0,0,0.0,1,1,154.0,33.0
1,52.33,1.375,0,7,7,9.46,1,0,0.0,1,1,200.0,101.0
1,23.08,11.5,1,8,7,2.125,1,1,11.0,1,1,290.0,285.0
1,42.83,1.25,1,6,3,13.875,0,1,1.0,1,1,352.0,113.0
1,74.83,19.0,0,0,0,0.04,0,1,2.0,0,1,0.0,352.0
1,25.0,12.5,1,5,3,3.0,1,0,0.0,1,0,20.0,1.0
1,39.58,13.915,1,8,3,8.625,1,1,6.0,1,1,70.0,1.0
0,47.75,8.0,1,7,3,7.875,1,1,6.0,1,1,0.0,1261.0
0,47.42,3.0,1,13,3,13.875,1,1,2.0,1,1,519.0,1705.0
1,23.17,0.0,1,12,3,0.085,1,0,0.0,0,1,0.0,1.0
1,22.58,1.5,0,5,3,0.54,0,0,0.0,1,1,120.0,68.0
1,26.75,1.125,1,13,7,1.25,1,0,0.0,0,1,0.0,5299.0
1,63.33,0.54,1,7,3,0.585,1,1,3.0,1,1,180.0,1.0
1,23.75,0.415,0,7,3,0.04,0,1,2.0,0,1,128.0,7.0
0,20.75,10.25,1,10,3,0.71,1,1,2.0,1,1,49.0,1.0
0,24.5,1.75,0,7,3,0.165,0,0,0.0,0,1,132.0,1.0
1,16.17,0.04,1,7,3,0.04,0,0,0.0,0,1,0.0,1.0
0,29.5,2.0,0,9,7,2.0,0,0,0.0,0,1,256.0,18.0
0,52.83,15.0,1,7,3,5.5,1,1,14.0,0,1,0.0,2201.0
1,32.33,3.5,1,3,3,0.5,0,0,0.0,1,1,232.0,1.0
1,21.08,4.125,0,2,7,0.04,0,0,0.0,0,1,140.0,101.0
1,28.17,0.125,0,3,3,0.085,0,0,0.0,0,1,216.0,2101.0
1,19.0,1.75,0,7,3,2.335,0,0,0.0,1,1,112.0,7.0
1,27.58,3.25,0,10,7,5.085,0,1,2.0,1,1,369.0,2.0
1,27.83,1.5,1,8,3,2.0,1,1,11.0,1,1,434.0,36.0
1,40.0,6.5,1,5,4,3.5,1,1,1.0,0,1,0.0,501.0
0,37.33,2.5,1,2,7,0.21,0,0,0.0,0,1,260.0,247.0
1,42.5,4.915,0,8,3,3.165,1,0,0.0,1,1,52.0,1443.0
1,56.75,12.25,1,6,3,1.25,1,1,4.0,1,1,200.0,1.0
1,43.17,5.0,1,2,4,2.25,0,0,0.0,1,1,141.0,1.0
0,23.75,0.71,1,8,3,0.25,0,1,1.0,1,1,240.0,5.0
1,18.5,2.0,1,2,3,1.5,1,1,2.0,0,1,120.0,301.0
0,40.83,3.5,1,2,4,0.5,0,0,0.0,0,0,1160.0,1.0
0,24.5,0.5,1,10,7,1.5,1,0,0.0,0,1,280.0,825.0
1,42.0,9.79,1,13,7,7.96,1,1,8.0,0,1,0.0,1.0
0,19.5,0.165,1,10,3,0.04,0,0,0.0,1,1,380.0,1.0
1,21.5,11.5,1,2,3,0.5,1,0,0.0,1,1,100.0,69.0
1,31.25,2.835,1,0,0,0.0,0,1,5.0,0,1,176.0,147.0
1,27.25,1.585,1,12,7,1.835,1,1,12.0,1,1,583.0,714.0
1,48.75,26.335,0,0,0,0.0,1,0,0.0,1,1,0.0,1.0
0,30.42,1.375,1,8,7,0.04,0,1,3.0,0,1,0.0,34.0
1,29.42,1.25,1,8,3,1.75,0,0,0.0,0,1,200.0,1.0
1,28.25,5.04,0,7,4,1.5,1,1,8.0,1,1,144.0,8.0
1,40.25,21.5,1,9,8,20.0,1,1,11.0,0,1,0.0,1201.0
1,36.5,4.25,1,10,3,3.5,0,0,0.0,0,1,454.0,51.0
1,25.58,0.335,1,3,7,3.5,0,0,0.0,1,1,340.0,1.0
1,29.83,3.5,1,7,3,0.165,0,0,0.0,0,1,216.0,1.0
1,23.08,0.0,1,3,3,1.0,0,1,11.0,0,0,0.0,1.0
0,32.17,1.46,1,8,3,1.085,1,1,16.0,0,1,120.0,2080.0
1,25.17,3.5,1,12,3,0.625,1,1,7.0,0,1,0.0,7060.0
0,35.17,3.75,1,0,0,0.0,0,1,6.0,0,1,0.0,201.0
0,18.58,10.0,1,1,3,0.415,0,0,0.0,0,1,80.0,43.0
1,39.92,5.0,1,2,4,0.21,0,0,0.0,0,1,550.0,1.0
1,23.42,1.0,1,7,3,0.5,0,0,0.0,1,0,280.0,1.0
1,37.58,0.0,1,7,3,0.0,0,0,0.0,0,2,184.0,1.0
0,24.75,13.665,1,10,7,1.5,0,0,0.0,0,1,280.0,2.0
0,47.0,13.0,1,2,4,5.165,1,1,9.0,1,1,0.0,1.0
1,34.17,5.25,1,8,3,0.085,0,0,0.0,1,1,290.0,7.0
1,22.17,0.585,0,0,0,0.0,0,0,0.0,0,1,100.0,1.0
1,27.75,1.29,1,3,7,0.25,0,0,0.0,1,0,140.0,1.0
1,42.75,4.085,1,5,3,0.04,0,0,0.0,0,1,108.0,101.0
1,28.67,14.5,1,1,3,0.125,0,0,0.0,0,1,0.0,287.0
1,36.25,5.0,1,7,4,2.5,1,1,6.0,0,1,0.0,368.0
0,18.17,10.0,0,10,7,0.165,0,0,0.0,0,1,340.0,1.0
1,21.25,1.5,1,8,3,1.5,0,0,0.0,0,1,150.0,9.0
0,38.92,1.665,1,5,3,0.25,0,0,0.0,0,1,0.0,391.0
1,31.83,0.04,0,6,3,0.04,0,0,0.0,0,1,0.0,1.0
0,17.33,9.5,1,5,3,1.75,0,1,10.0,1,1,0.0,11.0
0,20.42,0.835,1,10,3,1.585,1,1,1.0,0,1,0.0,1.0
0,39.08,4.0,1,7,3,3.0,0,0,0.0,0,1,480.0,1.0
1,38.67,0.21,1,3,3,0.085,1,0,0.0,1,1,280.0,1.0
1,27.67,13.75,1,8,3,5.75,1,0,0.0,1,1,487.0,501.0
1,27.75,0.585,0,12,3,0.25,1,1,2.0,0,1,260.0,501.0
1,19.0,0.0,0,0,0,0.0,0,1,4.0,0,1,45.0,2.0
0,25.0,0.875,1,13,7,1.04,1,0,0.0,1,1,160.0,5861.0
1,27.67,2.0,1,13,7,1.0,1,1,4.0,0,1,140.0,7545.0
1,22.25,9.0,1,5,3,0.085,0,0,0.0,0,1,0.0,1.0
0,49.83,13.585,1,3,7,8.5,1,0,0.0,1,1,0.0,1.0
1,32.33,2.5,1,7,3,1.25,0,0,0.0,1,1,280.0,1.0
1,38.25,10.125,0,3,3,0.125,0,0,0.0,0,1,160.0,1.0
1,47.33,6.5,1,7,3,1.0,0,0,0.0,1,1,0.0,229.0
1,27.83,4.0,0,2,7,5.75,1,1,2.0,1,1,75.0,1.0
0,35.75,0.915,1,5,3,0.75,1,1,4.0,0,1,0.0,1584.0
1,33.58,0.25,1,2,4,4.0,0,0,0.0,1,0,420.0,1.0
1,34.08,0.08,0,6,4,0.04,1,1,1.0,1,1,280.0,2001.0
0,20.75,10.335,1,12,7,0.335,1,1,1.0,1,1,80.0,51.0
1,33.17,1.0,1,13,3,0.75,1,1,7.0,1,1,340.0,4072.0
1,22.75,11.0,1,10,3,2.5,1,1,7.0,1,1,100.0,810.0
1,48.75,8.5,1,7,7,12.5,1,1,9.0,0,1,181.0,1656.0
1,40.58,5.0,1,7,3,5.0,1,1,7.0,0,1,0.0,3066.0
1,20.67,0.835,0,7,3,2.0,0,0,0.0,1,0,240.0,1.0
0,38.75,1.5,1,0,0,0.0,0,0,0.0,0,1,76.0,1.0
0,57.08,19.5,1,7,3,5.5,1,1,7.0,0,1,0.0,3001.0
0,31.25,3.75,1,12,7,0.625,1,1,9.0,1,1,181.0,1.0
1,22.0,0.79,1,8,3,0.29,0,1,1.0,0,1,420.0,284.0
0,58.33,10.0,1,10,3,4.0,1,1,14.0,0,1,0.0,1603.0
1,28.92,0.375,1,7,3,0.29,0,0,0.0,0,1,220.0,141.0
0,46.0,4.0,1,4,2,0.0,1,0,0.0,0,1,100.0,961.0
1,21.0,3.0,0,1,3,1.085,1,1,8.0,1,1,160.0,2.0
0,24.75,12.5,1,5,3,1.5,1,1,12.0,1,1,120.0,568.0
0,20.83,0.5,0,9,1,1.0,0,0,0.0,0,1,260.0,1.0
1,24.58,13.5,0,0,0,0.0,0,0,0.0,0,1,184.0,1.0
0,26.5,2.71,0,7,3,0.085,0,0,0.0,0,0,80.0,1.0
1,40.92,0.835,1,0,0,0.0,1,0,0.0,0,1,130.0,2.0
0,38.33,4.415,1,7,3,0.125,0,0,0.0,0,1,160.0,1.0
1,19.58,0.585,1,0,0,0.0,0,1,3.0,0,1,350.0,770.0
1,39.25,9.5,1,6,3,6.5,1,1,14.0,0,1,240.0,4608.0
1,25.75,0.5,1,7,3,1.46,1,1,5.0,1,1,312.0,1.0
0,46.08,3.0,1,7,3,2.375,1,1,8.0,1,1,396.0,4160.0
1,19.67,10.0,0,3,7,0.835,1,0,0.0,1,1,140.0,1.0
0,22.25,1.25,0,0,0,3.25,0,0,0.0,0,1,280.0,1.0
1,18.83,3.54,0,0,0,0.0,0,0,0.0,1,1,180.0,2.0
1,64.08,20.0,1,13,7,17.5,1,1,9.0,1,1,0.0,1001.0
0,16.5,1.25,1,10,3,0.25,0,1,1.0,0,1,108.0,99.0
0,68.67,15.0,1,9,8,0.0,1,1,14.0,0,1,0.0,3377.0
1,76.75,22.29,1,9,8,12.75,1,1,1.0,1,1,0.0,110.0
0,15.92,2.875,1,10,3,0.085,0,0,0.0,0,1,120.0,1.0
1,34.83,4.0,1,1,4,12.5,1,0,0.0,1,1,184.0,1.0
0,47.42,8.0,1,9,4,6.5,1,1,6.0,0,1,375.0,51101.0
1,23.17,0.0,1,7,3,0.0,0,0,0.0,0,2,184.0,1.0
1,45.17,1.5,1,7,3,2.5,1,0,0.0,1,1,140.0,1.0
1,15.17,7.0,1,9,3,1.0,0,0,0.0,0,1,600.0,1.0
1,18.83,0.415,0,7,3,0.165,0,1,1.0,0,1,200.0,2.0
1,52.5,6.5,1,3,3,6.29,1,1,15.0,0,1,0.0,11203.0
1,19.17,0.0,0,6,4,0.0,0,0,0.0,1,0,500.0,2.0
1,18.0,0.165,1,10,6,0.21,0,0,0.0,0,1,200.0,41.0
1,37.5,0.835,1,9,3,0.04,0,0,0.0,0,1,120.0,6.0
1,22.67,1.585,0,8,3,3.085,1,1,6.0,0,1,80.0,1.0
1,47.83,4.165,1,13,4,0.085,0,0,0.0,1,1,520.0,1.0
1,34.08,2.5,1,7,3,1.0,0,0,0.0,0,1,460.0,17.0
0,33.08,1.625,1,1,3,0.54,0,0,0.0,1,1,0.0,1.0
1,43.08,0.375,0,7,3,0.375,1,1,8.0,1,1,300.0,163.0
1,34.5,4.04,0,2,4,8.5,1,1,7.0,1,1,195.0,1.0
1,42.75,3.0,1,2,4,1.0,1,0,0.0,0,1,0.0,201.0
1,18.25,0.165,1,1,3,0.25,0,0,0.0,1,0,280.0,1.0
1,23.08,2.5,1,0,0,0.085,0,0,0.0,1,1,100.0,4209.0
0,22.5,8.46,0,13,3,2.46,0,0,0.0,0,1,164.0,1.0
1,17.92,0.205,1,5,3,0.04,0,0,0.0,0,1,280.0,751.0
1,18.42,10.415,0,5,3,0.125,1,0,0.0,0,1,120.0,376.0
0,27.67,1.5,1,6,3,2.0,1,0,0.0,0,0,368.0,1.0
0,18.92,9.25,0,7,3,1.0,1,1,4.0,1,1,80.0,501.0
1,22.67,0.75,1,2,3,1.585,0,1,1.0,1,1,400.0,10.0
1,62.5,12.75,0,7,7,5.0,1,0,0.0,0,1,112.0,1.0
0,23.5,9.0,1,10,3,8.5,1,1,5.0,1,1,120.0,1.0
1,35.25,3.165,1,13,7,3.75,1,0,0.0,1,1,680.0,1.0
0,56.83,4.25,0,0,0,5.0,0,0,0.0,1,1,0.0,5.0
0,53.33,0.165,1,0,0,0.0,0,0,0.0,1,0,62.0,28.0
1,41.17,4.04,1,12,7,7.0,1,1,8.0,0,1,320.0,1.0
1,42.17,5.04,1,10,7,12.75,1,0,0.0,1,1,92.0,1.0
1,41.17,1.25,0,8,3,0.25,0,0,0.0,0,1,0.0,196.0
0,33.75,0.75,1,3,4,1.0,1,1,3.0,1,1,212.0,1.0
1,25.67,12.5,1,12,3,1.21,1,1,67.0,1,1,140.0,259.0
1,24.33,6.625,0,1,3,5.5,1,0,0.0,1,0,100.0,1.0
1,23.33,11.625,0,8,3,0.835,1,0,0.0,1,1,160.0,301.0
1,30.67,2.5,1,12,7,2.25,0,0,0.0,1,0,340.0,1.0
1,37.17,4.0,1,7,4,5.0,1,0,0.0,1,0,280.0,1.0
1,26.25,1.54,1,8,3,0.125,0,0,0.0,0,1,100.0,1.0
0,29.75,0.665,1,8,3,0.25,0,0,0.0,1,1,300.0,1.0
0,23.0,1.835,1,4,2,0.0,0,1,1.0,0,1,200.0,54.0
1,17.25,3.0,1,3,3,0.04,0,0,0.0,1,1,160.0,41.0
1,29.25,14.79,1,5,3,5.04,1,1,5.0,1,1,168.0,1.0
0,28.58,3.54,1,2,4,0.5,1,0,0.0,1,1,171.0,1.0
1,34.58,0.0,1,7,3,0.0,0,0,0.0,0,2,184.0,1.0
1,23.42,0.585,1,7,7,0.085,1,0,0.0,0,1,180.0,1.0
1,25.0,11.25,1,7,3,2.5,1,1,17.0,0,1,200.0,1209.0
0,18.75,7.5,1,10,3,2.71,1,1,5.0,0,1,184.0,26727.0
1,17.08,0.25,1,10,3,0.335,0,1,4.0,0,1,160.0,9.0
0,16.08,0.335,1,0,0,0.0,0,1,1.0,0,1,160.0,127.0
1,32.92,2.5,1,5,3,1.75,0,1,2.0,1,1,720.0,1.0
0,20.33,10.0,1,7,7,1.0,1,1,4.0,0,1,50.0,1466.0
0,21.75,1.75,0,4,2,0.0,0,0,0.0,0,1,160.0,1.0
1,33.17,1.04,1,11,7,6.5,1,0,0.0,1,1,164.0,31286.0
0,25.33,2.085,1,7,7,2.75,1,0,0.0,1,1,360.0,2.0
0,24.75,3.0,1,10,7,1.835,1,1,19.0,0,1,0.0,501.0
1,30.83,0.0,1,8,3,1.25,1,1,1.0,0,1,202.0,1.0
1,20.75,5.085,0,4,3,0.29,0,0,0.0,0,1,140.0,185.0
0,40.33,8.125,0,3,3,0.165,0,1,2.0,0,1,184.0,19.0
1,29.42,1.25,1,7,7,0.25,0,1,2.0,1,1,400.0,109.0
1,40.92,0.5,0,6,3,0.5,0,0,0.0,1,1,130.0,1.0
0,29.5,0.46,1,3,3,0.54,1,1,4.0,0,1,380.0,501.0
1,54.42,0.5,0,3,7,3.96,1,0,0.0,0,1,180.0,315.0
1,34.0,5.5,0,7,3,1.5,0,0,0.0,1,1,60.0,1.0
1,25.0,12.0,1,3,3,2.25,1,1,2.0,1,1,120.0,6.0
0,26.58,2.54,0,0,0,0.0,0,0,0.0,1,1,180.0,61.0
0,33.08,4.625,1,10,7,1.625,1,1,2.0,0,1,0.0,1.0
1,33.67,2.165,1,7,3,1.5,0,0,0.0,0,2,120.0,1.0
1,36.17,5.5,1,2,4,5.0,0,0,0.0,0,1,210.0,688.0
1,19.5,0.29,1,3,3,0.29,0,0,0.0,0,1,280.0,365.0
1,24.17,0.875,1,10,3,4.625,1,1,2.0,1,1,520.0,2001.0
0,30.5,6.5,1,7,4,4.0,1,1,7.0,1,1,0.0,3066.0
1,20.0,7.0,1,7,3,0.5,0,0,0.0,0,1,0.0,1.0
1,25.33,0.58,1,7,3,0.29,1,1,7.0,1,1,96.0,5125.0
1,29.58,4.75,1,6,3,2.0,0,1,1.0,1,1,460.0,69.0
1,43.17,2.25,1,2,4,0.75,1,0,0.0,0,1,560.0,1.0
1,28.75,1.165,1,3,3,0.5,1,0,0.0,0,0,280.0,1.0
1,31.57,3.0,0,2,4,7.0,0,0,0.0,0,1,0.0,2.0
1,20.25,9.96,1,9,1,0.0,1,0,0.0,0,1,0.0,1.0
1,45.0,8.5,1,12,7,14.0,1,1,1.0,1,1,88.0,2001.0
0,22.83,2.29,1,10,7,2.29,1,1,7.0,1,1,140.0,2385.0
0,20.67,3.0,1,10,3,0.165,1,1,3.0,0,1,100.0,7.0
1,27.83,1.5,1,8,3,2.25,0,1,1.0,1,1,100.0,4.0
1,40.92,2.25,0,13,7,10.0,1,0,0.0,1,1,176.0,1.0
1,56.42,28.0,0,7,3,28.5,1,1,40.0,0,1,0.0,16.0
0,64.08,0.165,1,0,0,0.0,1,1,1.0,0,1,232.0,101.0
0,22.42,11.25,0,13,7,0.75,1,1,4.0,0,1,0.0,322.0
0,24.33,2.5,0,2,4,4.5,0,0,0.0,0,1,200.0,457.0
0,69.5,6.0,1,0,0,0.0,0,0,0.0,0,0,0.0,1.0
1,35.58,0.75,1,3,3,1.5,0,0,0.0,1,1,231.0,1.0
1,48.33,12.0,1,6,3,16.0,1,0,0.0,0,0,110.0,1.0
0,28.08,15.0,0,9,8,0.0,1,0,0.0,0,1,0.0,13213.0
1,35.17,2.5,1,3,3,4.5,1,1,7.0,0,1,150.0,1271.0
1,49.5,7.585,1,2,4,7.585,1,1,15.0,1,1,0.0,5001.0
1,80.25,5.5,1,7,3,0.54,1,0,0.0,0,1,0.0,341.0
1,29.25,13.0,1,1,7,0.5,0,0,0.0,0,1,228.0,1.0
0,16.92,0.5,1,2,3,0.165,0,1,6.0,1,1,240.0,36.0
0,16.0,0.165,1,5,3,1.0,0,1,2.0,1,1,320.0,2.0
1,60.08,14.5,1,0,0,18.0,1,1,15.0,1,1,0.0,1001.0
1,28.0,2.0,1,3,7,4.165,1,1,2.0,1,1,181.0,1.0
1,41.5,1.54,1,2,4,3.5,0,0,0.0,0,1,216.0,1.0
1,24.08,9.0,1,5,3,0.25,0,0,0.0,1,1,0.0,1.0
1,24.5,13.335,0,5,3,0.04,0,0,0.0,1,1,120.0,476.0
1,34.75,15.0,1,11,6,5.375,1,1,9.0,1,1,0.0,135.0
1,33.67,1.25,1,8,3,1.165,0,0,0.0,0,1,120.0,1.0
0,40.83,10.0,1,10,7,1.75,1,0,0.0,0,1,29.0,838.0
1,20.42,1.835,1,7,3,2.25,1,1,1.0,0,1,100.0,151.0
1,37.5,1.125,0,1,3,1.5,0,0,0.0,1,1,431.0,1.0
1,48.5,4.25,1,6,3,0.125,1,0,0.0,1,1,225.0,1.0
1,23.0,0.75,1,6,3,0.5,0,0,0.0,1,0,320.0,1.0
1,35.0,3.375,1,7,7,8.29,0,0,0.0,1,1,0.0,1.0
1,16.33,2.75,1,5,3,0.665,0,1,1.0,0,1,80.0,22.0
1,22.67,10.5,1,10,7,1.335,1,0,0.0,0,1,100.0,1.0
0,21.75,11.75,1,7,3,0.25,0,0,0.0,1,1,180.0,1.0
0,25.08,2.54,0,5,3,0.25,1,0,0.0,1,1,370.0,1.0
1,36.33,2.125,0,8,3,0.085,1,1,1.0,0,1,50.0,1188.0
0,28.58,3.75,1,7,3,0.25,0,1,1.0,1,1,40.0,155.0
1,22.17,12.125,1,7,3,3.335,0,1,2.0,1,1,180.0,174.0
1,34.17,1.54,1,12,3,1.54,1,1,1.0,1,1,520.0,50001.0
1,35.0,2.5,1,2,3,1.0,0,0,0.0,1,1,210.0,1.0
1,28.58,3.625,1,5,3,0.25,0,0,0.0,1,1,100.0,1.0
0,19.17,5.415,1,2,7,0.29,0,0,0.0,0,1,80.0,485.0
1,23.25,1.0,1,7,3,0.835,1,0,0.0,0,0,300.0,1.0
1,16.5,0.125,1,7,3,0.165,0,0,0.0,0,1,132.0,1.0
0,20.08,0.125,1,10,3,1.0,0,1,1.0,0,1,240.0,769.0
1,22.33,11.0,1,8,3,2.0,1,1,1.0,0,1,80.0,279.0
1,34.0,5.085,0,2,4,1.085,0,0,0.0,1,1,480.0,1.0
0,57.08,0.335,1,2,4,1.0,1,0,0.0,1,1,252.0,2198.0
1,16.25,0.835,1,6,3,0.085,1,0,0.0,0,0,200.0,1.0
1,32.83,2.5,1,12,7,2.75,1,1,6.0,0,1,160.0,2073.0
1,48.25,25.085,1,8,3,1.75,1,1,3.0,0,1,120.0,15.0
1,34.17,2.75,1,2,4,2.5,0,0,0.0,1,1,232.0,201.0
1,18.33,1.21,0,9,1,0.0,0,0,0.0,0,1,100.0,1.0
1,44.25,0.5,1,6,3,10.75,1,0,0.0,0,0,400.0,1.0
1,38.92,1.75,1,3,3,0.5,0,0,0.0,1,1,300.0,3.0
1,31.58,0.75,0,5,3,3.5,0,0,0.0,1,1,320.0,1.0
1,25.08,1.71,1,13,3,1.665,1,1,1.0,1,1,395.0,21.0
1,65.42,11.0,1,9,8,20.0,1,1,7.0,1,1,22.0,1.0
1,41.33,0.0,1,7,4,15.0,1,0,0.0,0,1,0.0,1.0
1,31.25,1.125,1,0,0,0.0,0,1,1.0,0,1,96.0,20.0
0,36.75,4.71,1,0,0,0.0,0,0,0.0,0,1,160.0,1.0
1,32.33,7.5,1,9,4,1.585,1,0,0.0,1,0,420.0,1.0
0,31.92,3.125,1,0,0,3.04,0,1,2.0,1,1,200.0,5.0
1,24.83,2.75,1,7,3,2.25,1,1,6.0,0,1,184.0,601.0
1,21.92,0.54,0,13,3,0.04,1,1,1.0,1,1,840.0,60.0
1,34.25,3.0,1,12,7,7.415,1,0,0.0,1,1,0.0,1.0
1,51.83,3.0,0,0,0,1.5,0,0,0.0,0,1,180.0,5.0
0,31.57,1.5,1,0,0,0.0,0,1,2.0,1,1,200.0,106.0
1,38.42,0.705,1,7,3,0.375,0,1,2.0,0,1,225.0,501.0
1,39.17,1.71,1,13,3,0.125,1,1,5.0,1,1,480.0,1.0
1,18.17,2.46,1,7,6,0.96,0,1,2.0,1,1,160.0,588.0
1,39.0,5.0,1,12,3,3.5,1,1,10.0,1,1,0.0,1.0
1,20.0,11.045,1,7,3,2.0,0,0,0.0,1,1,136.0,1.0
1,32.75,2.335,1,1,7,5.75,0,0,0.0,1,1,292.0,1.0
1,18.58,5.71,1,1,3,0.54,0,0,0.0,0,1,120.0,1.0
0,15.83,7.625,1,10,3,0.125,0,1,1.0,1,1,0.0,161.0
1,39.33,5.875,1,12,7,10.0,1,1,14.0,1,1,399.0,1.0
0,19.58,0.665,1,8,3,1.665,0,0,0.0,0,1,220.0,6.0
1,21.33,10.5,1,7,3,3.0,1,0,0.0,1,1,0.0,1.0
0,22.67,0.75,1,7,3,2.0,0,1,2.0,1,1,200.0,395.0
1,25.67,3.25,1,7,7,2.29,0,1,1.0,1,1,416.0,22.0
1,21.08,10.085,0,9,7,1.25,0,0,0.0,0,1,260.0,1.0
0,49.0,1.5,1,4,2,0.0,1,0,0.0,1,1,100.0,28.0
1,20.67,5.29,1,10,3,0.375,1,1,1.0,0,1,160.0,1.0
0,19.67,0.21,1,10,7,0.29,1,1,11.0,0,1,80.0,100.0
1,21.83,0.25,1,1,7,0.665,1,0,0.0,1,1,0.0,1.0
1,26.83,0.54,1,3,0,0.0,0,0,0.0,0,1,100.0,1.0
0,38.58,5.0,1,12,3,13.5,1,0,0.0,1,1,980.0,1.0
0,50.08,12.54,1,5,3,2.29,1,1,3.0,1,1,156.0,1.0
0,15.75,0.375,1,7,3,1.0,0,0,0.0,0,1,120.0,19.0
0,24.5,12.75,1,7,4,4.75,1,1,2.0,0,1,73.0,445.0
1,21.0,4.79,0,8,3,2.25,1,1,1.0,1,1,80.0,301.0
1,22.08,11.0,1,12,3,0.665,1,0,0.0,0,1,100.0,1.0
1,54.58,9.415,1,0,0,14.415,1,1,11.0,1,1,30.0,301.0
1,18.08,5.5,1,3,3,0.5,1,0,0.0,0,1,80.0,1.0
1,36.67,4.415,0,3,3,0.25,1,1,10.0,1,1,320.0,1.0
1,38.17,10.125,1,13,3,2.5,1,1,6.0,0,1,520.0,197.0
1,21.83,1.54,1,3,3,0.085,0,0,0.0,1,1,356.0,1.0
0,51.92,6.5,1,2,4,3.085,0,0,0.0,1,1,73.0,1.0
1,22.17,2.25,1,2,3,0.125,0,0,0.0,0,1,160.0,11.0
1,52.42,1.5,1,1,3,3.75,0,0,0.0,1,1,0.0,351.0
0,60.92,5.0,1,5,3,4.0,1,1,4.0,0,1,0.0,100.0
1,20.17,5.625,1,8,3,1.71,1,0,0.0,0,0,120.0,1.0
1,23.25,4.0,1,7,4,0.25,1,0,0.0,1,1,160.0,1.0
1,36.17,0.42,0,8,3,0.29,0,0,0.0,1,1,309.0,3.0
0,42.25,1.75,0,7,3,0.0,0,0,0.0,1,1,150.0,2.0
1,23.58,0.835,1,2,7,0.085,0,0,0.0,1,1,220.0,6.0
0,36.0,1.0,1,7,3,2.0,1,1,11.0,0,1,0.0,457.0
1,39.58,5.0,1,0,0,0.0,0,1,2.0,0,1,17.0,2.0
0,18.83,4.415,0,7,7,3.0,1,0,0.0,0,1,240.0,1.0
1,27.25,0.625,1,5,3,0.455,1,0,0.0,1,1,200.0,1.0
1,32.42,3.0,1,1,3,0.165,0,0,0.0,1,1,120.0,1.0
1,19.42,1.5,0,12,3,2.0,1,0,0.0,1,1,100.0,21.0
0,22.58,10.75,1,10,3,0.415,1,1,5.0,1,1,0.0,561.0
1,39.92,6.21,1,10,3,0.04,1,1,1.0,0,1,200.0,301.0
1,22.67,0.165,1,7,2,2.25,0,0,0.0,1,0,0.0,1.0
0,23.42,0.79,0,10,3,1.5,1,1,2.0,1,1,80.0,401.0
0,30.0,5.29,1,9,1,2.25,1,1,5.0,1,1,99.0,501.0
0,40.33,7.54,0,10,7,8.0,1,1,14.0,0,1,0.0,2301.0
