-3.549,1.905,-0.509,1.963,-1.2,0.847,-0.157,0.842,0.625,-0.586
-3.098,2.525,-0.316,-0.322,-1.082,0.285,0.445,0.847,-0.951,-0.707
-4.208,2.447,0.049,1.331,-2.088,0.585,-0.05,0.82,0.606,-0.302
-2.7,2.686,-0.043,-0.528,-0.626,0.917,0.167,0.652,0.1,-0.937
-3.985,3.614,0.584,-0.42,-1.105,-0.174,0.348,0.885,-0.165,0.65
-2.681,0.531,0.252,1.239,0.469,-0.339,-0.652,-0.417,-0.246,0.412
-3.949,2.99,-0.643,-0.986,-0.175,0.768,0.249,0.803,-1.479,0.168
-3.117,2.876,-0.746,-0.047,-0.427,-0.053,0.453,0.305,0.541,-0.489
-4.261,1.827,-0.482,-0.194,0.731,0.354,-0.478,0.05,-0.112
-3.055,0.088,-1.217,1.562,0.186,2.059,0.054,0.639,-1.121,-0.757
-3.152,3.176,-1.573,-0.204,-0.485,0.723,0.308,0.652,-0.872,-0.586
-3.091,0.935,-0.574,1.36,0.416,0.764,-0.48,-0.144,-1.295,0.696
-2.836,1.561,-0.076,1.229,-0.291,-0.036,-0.369,-0.393,-0.181,0.85
-2.823,2.743,-2.012,0.234,-0.919,1.103,0.091,-0.177,-0.143,-0.09
-1.764,0.888,-1.001,0.197,0.3,0.66,0.159,0.557,-0.301,-0.65
-4.753,3.421,-0.189,0.656,-0.984,1.443,-0.652,0.546,0.123,-0.326
-2.03,1.764,-0.386,-0.249,0.18,0.117,0.096,-0.121,0.067,-0.552
-2.812,1.954,-0.661,0.109,-0.011,0.11,0.187,0.096,-1.538
-3.862,2.109,-0.65,0.99,0.724,0.641,-0.293,-0.519,-1.055,0.653
-3.119,3.135,-1.466,-0.352,-0.023,0.752,0.143,-0.231,-0.376,0.721
-1.077,0.511,-2.006,0.305,-0.584,1.962,0.089,1.406,-0.669,-0.027
-2.689,0.528,0.157,1.501,0.349,-0.412,-0.49,-0.512,-0.277,0.422
-3.618,1.576,-1.14,0.699,-0.741,1.633,-0.387,1.086,0.235,-0.388
-4.16,3.329,0.275,0.394,-1.287,0.693,0.483,0.121,0.286,0.153
-3.992,3.342,0.167,0.086,-1.23,-0.216,-0.824,0.837,0.521,0.978
-2.902,2.988,-1.152,0.057,-0.477,0.622,0.338,-0.368,-0.689,0.793
-4.135,3.651,-0.751,-0.066,-0.789,1.131,0.496,0.788,-0.883,-0.351
-3.018,3.014,-1.486,-0.105,-0.131,0.929,0.226,-0.463,-0.555,0.598
-2.563,2.829,-0.283,-0.368,-1.593,0.408,0.121,0.933,-0.946,-0.356
-2.658,2.739,-0.382,-0.31,-1.64,0.081,0.276,0.884,-0.535,-0.548
-4.848,1.115,0.932,1.615,-0.589,0.592,-0.446,-0.366,-0.447,1.294
-3.835,3.339,0.29,-0.126,-1.68,0.195,-0.368,1.328,0.523,0.861
-2.742,2.729,-0.129,-0.49,-0.573,0.868,0.07,0.771,0.053,-0.939
-3.977,3.684,-1.242,-0.364,-0.217,0.594,0.759,0.6,0.069,-0.25
-3.387,3.286,-0.747,-0.699,-0.9,0.891,0.875,0.46,-0.457,-0.636
-3.753,3.605,-0.899,-0.747,-0.401,1.765,0.62,0.754,-0.835,-0.301
-2.52,1.52,-0.959,1.296,-1.103,1.149,-0.268,1.249,0.092
-2.045,0.819,-1.46,0.652,-0.701,0.352,-0.087,0.793,-0.567,-0.013
-2.785,2.792,-1.924,0.225,-0.985,1.076,0.07,-0.071,-0.257,-0.135
-2.318,1.097,-0.832,0.26,0.821,0.588,0.402,0.327,-0.852,-0.773
-2.834,0.654,0.733,1.434,-0.716,-0.028,-0.841,0.239,0.92,0.885
-1.28,0.798,-1.647,0.968,-0.418,1.609,-0.031,1.224,-0.374,0.044
-2.696,1.26,0.436,0.657,-1.161,0.805,0.062,0.575,0.182,-0.334
-3.019,0.058,-1.265,1.497,0.171,1.997,0.178,0.847,-1.16,-0.548
-4.232,3.035,0.428,0.497,-1.374,0.549,0.133,0.232,0.129,0.487
-3.034,0.694,-1.007,1.453,0.155,1.48,0.179,1.005,-0.54,-0.563
-3.674,1.513,0.038,1.604,0.907,1.045,-0.166,-0.295,-1.13,0.594
-3.566,1.504,0.94,1.829,-1.224,0.178,-1.454,0.92,0.767,1.059
-3.85,2.28,-1.055,-0.335,-0.164,0.41,0.913,-0.391,-0.338,0.26
-1.716,1.186,-0.809,-0.515,-0.35,0.29,-0.404,0.678,0.172,-0.212
-2.01,2.164,-0.626,0.389,-0.24,-0.441,0.103,-0.27,-0.647,0.165
-3.232,1.551,-0.832,1.674,-0.042,0.296,-0.553,-0.443,-0.413,0.96
-4.568,3.344,-0.005,-0.092,-0.546,0.479,-0.168,1.186,-0.565,-1.025
-2.715,2.325,0.701,0.239,-1.426,-0.218,-0.317,1.516,-0.162,-0.703
-4.074,4.187,-0.555,0.052,-1.603,0.73,-0.061,0.981,0.249,-0.25
-2.696,3.129,-0.52,0.294,-0.989,0.019,-0.066,1.106,0.361,-0.396
-2.615,1.185,-1.162,0.395,0.459,0.345,0.298,0.456,-0.62,-0.307
-2.837,0.528,0.241,1.629,0.23,-0.545,-0.643,-0.231,-0.186,0.45
-1.998,1.497,-1.005,0.519,-1.236,0.398,0.273,0.151,-0.319,-0.49
-3.51,2.535,-0.26,0.946,-0.072,0.159,-0.112,-0.657,-0.789
-1.885,2.214,-0.673,0.147,-0.148,-0.4,0.252,-0.098,-0.874,0.245
-3.917,3.496,0.409,-0.531,-1.15,0.017,0.605,0.977,-0.328,0.447
-3.665,0.337,-0.641,1.791,-0.194,1.686,-0.359,0.57,-0.676,-0.841
-2.46,3.706,-1.304,-0.339,-0.487,1.125,0.187,-0.211,-1.068,0.944
-2.913,0.757,-0.819,1.245,0.419,1.17,0.051,0.328,-0.96,-0.614
-2.64,2.704,-0.345,-0.23,-1.649,0.064,0.275,0.952,-0.651,-0.571
-3.661,3.266,-0.117,-0.237,-0.755,0.092,0.686,0.381,-0.58,-0.687
-4.763,1.305,1.231,1.548,0.308,-0.152,-0.792,-0.124,-0.107,0.885
-2.98,1.29,-0.842,0.955,-0.491,0.572,0.267,0.692,0.084
-3.065,1.781,-0.915,0.698,0.175,0.662,-0.086,-0.361,-0.774,0.951
-2.489,2.401,-0.44,-0.367,-0.069,0.533,0.011,0.118,-0.621,-0.188
-4.101,2.84,-0.802,0.062,-0.733,1.304,-0.145,0.443,0.049,-0.611
-2.788,3.194,-1.142,-0.313,-0.58,0.357,0.281,0.082,0.109,-0.858
-2.505,0.632,-0.593,0.304,0.496,0.824,-0.162,0.181,-0.363,-0.764
-4.415,3.737,-1.313,-0.815,0.168,0.59,0.975,0.42,-0.825,-0.748
-3.027,2.903,-0.799,-0.452,-0.503,1.044,0.679,0.483,-0.776,-0.062
-3.155,1.021,0.455,0.624,-1.306,0.842,-0.123,0.909,0.328,0.876
-2.804,1.021,0.254,0.331,-0.654,0.854,-0.085,0.678,0.259
-4.386,3.055,0.075,-0.018,-0.436,0.566,-0.288,0.936,-0.577,-1.01
-2.505,2.358,-0.184,-0.792,-0.316,1.363,0.302,-0.121,0.214,-0.622
-2.247,3.42,-0.887,-0.823,-0.297,0.774,0.185,-0.242,-0.79,0.046
-2.081,2.043,-0.521,0.578,-0.463,-0.246,-0.041,-0.162,-0.814,0.425
-2.559,2.3,0.408,-0.001,-1.077,0.125,-0.254,0.975,0.07,-0.47
-2.434,0.87,0.127,0.224,-0.811,0.666,-0.233,0.705,0.408
-1.358,0.136,-1.082,-0.148,-0.609,1.464,0.144,1.149,0.481,0.119
-4.676,2.537,0.075,0.73,-0.933,1.493,0.049,0.076,0.254,0.276
-3.586,-0.38,-0.359,1.307,1.587,0.99,0.18,-0.831,-0.471,0.198
-3.141,3.314,-0.996,-0.394,-0.19,-0.312,0.137,0.631,0.547,-0.247
-2.758,2.839,-0.282,-0.449,-0.485,0.788,0.12,0.792,0.023,-0.949
-2.817,1.268,-1.127,0.707,0.399,0.406,0.289,0.319,-0.691,-0.379
-3.707,1.486,-0.494,0.402,0.183,0.186,0.234,1.029,-0.856
-3.838,4.252,-1.621,-0.219,-0.281,0.856,0.154,0.133,-0.92,-0.454
-4.039,3.506,-0.964,0.041,-0.4,0.976,0.65,0.659,-0.216,-0.327
-3.462,2.648,-0.447,-0.0,-0.416,0.767,0.569,-0.072,-0.08,-0.798
-2.316,2.007,-1.365,0.181,0.206,0.071,0.037,0.814,-0.332,-0.753
-2.922,1.516,-0.002,-0.353,-0.464,1.184,0.383,-0.175,-0.346
-5.131,2.192,1.364,1.936,-0.591,-0.354,-0.677,0.15,0.178,0.38
-3.941,3.353,0.486,-0.506,-1.12,0.101,0.297,0.711,-0.078,0.648
-3.49,-0.474,0.187,1.747,0.733,1.307,-0.816,-0.787,-0.222,0.41
-1.332,0.848,-1.665,0.97,-0.463,1.522,-0.159,1.101,-0.541,-0.05
-1.548,-0.4,-1.659,0.244,-0.101,1.562,0.551,1.248,0.129,-0.456
-3.81,1.91,0.527,0.478,-0.972,0.945,-0.28,0.719,0.482,0.829
-2.364,3.743,-1.393,-0.361,-0.354,1.004,0.208,-0.376,-1.046,0.722
-2.353,2.897,-0.433,-0.193,-0.715,0.359,0.26,0.273,-1.206,0.36
-3.32,1.553,-0.586,1.688,-0.262,0.392,-0.478,-0.461,-0.522,0.929
-2.971,0.463,-0.195,0.323,-0.625,0.941,-0.327,0.78,0.552
-4.314,-0.106,1.044,1.192,0.687,0.763,0.158,-0.193,-1.342,-0.447
-3.635,2.25,-0.394,1.012,-1.693,0.117,0.665,0.281,0.343,-0.003
-2.027,2.157,-0.297,-0.211,-0.266,0.086,-0.176,-0.179,-0.283,0.292
-2.729,1.595,-0.15,0.167,0.015,0.377,0.083,-0.038,0.166,-0.672
-2.931,1.85,-0.896,0.685,-1.0,0.504,0.212,-0.276,-0.203,0.595
-2.043,1.95,-0.435,1.341,-1.049,0.558,-0.237,1.237,-0.283,0.306
-3.152,0.086,-0.325,0.868,1.084,0.753,-0.522,-0.005,-0.821,0.483
-1.388,0.215,-1.105,-0.295,-0.39,1.282,0.356,0.816,0.292,-0.376
-4.175,3.32,-0.446,0.988,-1.48,0.133,0.507,0.605,0.691,-0.462
-2.312,1.746,-1.51,1.019,-0.99,0.941,-0.488,0.208,0.033,-0.847
-4.403,3.602,-0.945,-0.934,0.041,0.409,1.003,0.47,-0.477,-0.621
-3.5,0.068,0.533,1.876,0.363,0.542,-0.982,-0.671,-1.006,1.101
-3.601,0.742,-0.238,0.332,-0.561,1.275,-0.014,0.844,0.558,0.659
-3.545,1.926,-0.512,1.732,-1.109,1.006,0.021,0.82,0.731,-0.639
-2.724,2.998,-0.56,-0.077,-0.944,0.548,-0.08,0.4,0.144,-0.63
-1.895,-0.012,-0.97,-0.152,-0.161,1.509,0.487,0.809,0.044,-0.264
-3.664,1.119,-0.459,0.482,0.082,0.221,0.185,0.861,-0.237
-1.951,1.684,-1.039,0.586,-1.166,0.345,0.33,-0.108,-0.198,-0.609
-4.384,3.721,-0.905,-0.965,-0.16,0.498,0.809,0.66,-0.613,-0.831
-3.032,1.739,-1.141,0.737,-0.834,1.386,-0.575,0.679,-0.018
-3.128,0.28,0.955,1.264,0.753,0.437,-0.841,-0.517,-0.473,0.0
-2.125,1.952,-0.415,1.458,-0.985,0.52,-0.344,1.249,-0.37,0.145
-2.445,2.678,-0.816,-0.743,0.076,1.117,-0.057,0.018,0.281,-0.72
-4.788,3.632,-0.71,0.3,0.366,-0.121,0.403,-0.016,0.124,-1.32
-1.494,0.663,-1.58,1.191,-0.252,1.777,-0.072,1.189,-0.409,0.09
-2.8,2.609,-1.726,0.036,-0.941,1.039,0.191,0.044,-0.165,-0.234
-2.665,1.633,-0.384,-0.111,-0.001,0.234,0.033,0.478,-1.558
-4.373,2.463,-0.171,1.501,-0.639,0.292,0.518,-0.114,1.127,0.332
-3.775,2.188,-1.017,0.687,-0.464,1.189,-0.157,1.673,-0.024,-1.144
-3.689,1.367,-0.389,0.376,0.136,0.343,0.156,1.01,-0.611
-2.867,1.391,-0.817,1.595,-0.883,1.143,-0.427,1.159,0.17
-5.069,2.119,0.826,-0.274,0.576,0.145,0.308,1.001,-1.412,-0.306
-3.034,-1.274,0.263,1.521,0.66,1.622,-0.361,-0.468,-0.74,0.517
-2.594,2.584,-0.37,-0.524,-0.177,0.515,-0.137,0.095,-0.731,0.072
-2.411,3.85,-1.405,-0.302,-0.398,1.069,0.216,-0.291,-1.116,1.043
-3.198,1.373,0.392,0.423,-1.203,0.656,-0.428,0.994,0.576,0.865
-3.171,0.49,-1.128,0.911,-0.388,2.014,-0.212,0.707,-0.551,-0.187
-4.417,3.765,-1.225,-0.853,0.041,0.536,0.885,0.533,-0.757,-0.789
-1.4,0.316,-1.894,0.83,-0.242,2.038,0.003,1.667,-0.515,-0.087
-1.817,0.559,-0.801,0.234,0.011,1.215,-0.161,0.809,0.018,-0.382
-4.049,4.039,-0.558,0.064,-1.676,1.024,0.047,1.024,-0.091,-0.283
-2.973,1.304,-0.849,0.984,-0.508,0.59,0.248,0.728,0.073
-4.442,2.607,0.596,0.191,0.636,0.679,-0.14,0.774,-0.828,-1.122
-3.888,3.085,0.436,0.142,-1.526,-0.052,-0.503,1.085,0.511,0.976
-2.752,1.778,-0.718,0.057,-0.009,0.402,0.121,0.05,-1.435
-3.53,1.268,0.903,1.887,-1.279,0.008,-1.441,0.657,0.873,1.042
-2.939,2.157,-0.451,-0.209,-0.88,0.697,0.823,-0.035,-0.744,-0.193
-2.814,1.515,-0.088,0.597,-0.033,-0.29,-0.445,0.113,-0.136,0.662
-2.967,2.781,-1.277,0.354,-0.936,1.505,-0.004,-0.418,-0.56,0.725
-4.181,1.646,0.736,1.286,0.724,-0.511,-1.126,-0.45,-0.648,0.995
-3.322,-0.303,-0.5,0.963,0.921,0.981,1.059,-1.079,-1.004,0.112
-4.142,3.454,-0.653,0.271,-0.598,0.793,0.563,0.52,-0.118,-0.33
-4.17,2.232,-0.389,1.211,-1.011,0.57,0.543,0.218,1.206,0.044
-2.884,2.424,-0.764,-0.108,-1.015,0.361,0.712,0.133,-0.017,-0.847
-3.962,1.724,-1.29,0.531,-0.17,0.528,0.282,-0.149,-0.603,1.139
-4.062,2.358,-0.31,1.895,1.095,0.049,-0.87,-0.524,-0.98,-0.065
-3.979,3.661,0.169,-0.598,-1.412,0.569,0.009,1.939,0.094,-0.149
-4.964,2.78,0.474,0.047,0.417,-0.328,0.334,0.474,-1.26,-0.221
-2.951,2.64,0.832,-0.387,-1.502,0.272,0.756,0.538,0.616,-0.399
-4.188,3.229,-0.456,1.077,-1.385,-0.104,0.459,0.558,0.701,-0.32
-4.052,0.35,-0.314,1.734,0.127,1.667,0.512,-0.377,-0.358,-0.855
-2.282,0.673,-0.798,1.286,0.308,0.01,-0.411,-0.61,-0.266,0.584
-2.291,1.146,0.352,0.354,-0.714,0.08,-0.181,0.787,0.709,-0.409
-4.602,3.043,-0.959,0.828,-0.298,0.315,0.423,0.57,0.387,-0.617
-3.66,3.618,-1.051,-0.748,0.08,1.022,0.914,0.613,0.023,-0.448
-4.759,2.696,0.104,0.697,-0.787,1.114,0.205,-0.066,0.369,0.306
-2.255,0.902,-1.723,0.454,-0.524,1.453,-0.614,0.761,-0.885,-0.118
-3.622,1.111,-0.972,0.399,-0.402,0.527,0.271,0.373,-0.716,0.943
-3.337,-0.347,-0.79,2.129,-0.058,2.079,0.295,0.246,-0.687,-1.241
-2.497,1.607,-0.621,-0.446,-0.226,-0.152,1.16,0.122,-0.809,0.495
-3.425,1.724,-0.638,1.573,-1.041,1.204,-0.124,1.258,0.548,-0.507
-3.689,-0.599,0.692,1.307,0.605,1.514,-0.752,-0.697,-0.355,0.702
-3.118,0.356,0.377,1.447,0.868,0.407,-0.915,-0.546,-0.637,0.169
-2.596,1.56,-1.249,0.656,-1.095,1.292,-0.55,1.006,-0.15
-2.861,2.091,-0.411,-0.438,-0.643,0.317,0.817,0.104,-0.481,-0.252
-3.828,2.367,-0.836,-0.343,-0.466,0.116,1.172,-0.175,-0.275,0.117
-3.518,0.716,-0.365,1.788,0.584,1.678,-0.109,-0.016,-1.501,0.002
-2.613,-0.092,-0.54,0.484,0.389,1.741,0.198,0.257,-0.375,-0.604
-3.165,0.408,-0.971,1.207,-0.298,1.921,-0.215,0.723,-0.492,-0.425
-2.959,1.061,-0.351,1.745,-0.851,0.344,-0.373,-0.729,0.048,0.815
-2.945,1.724,-0.312,-0.239,-0.447,1.36,0.014,-0.102,0.021
-4.079,2.663,-0.048,-0.315,0.234,0.861,0.335,0.435,-0.546,-0.928
-1.933,0.728,-1.015,0.27,0.199,0.78,0.192,0.706,-0.446,-0.595
-3.644,-0.215,-0.579,2.307,0.046,1.945,0.28,0.272,-0.539,-1.226
-4.022,0.941,-0.623,1.461,0.02,1.904,-0.074,0.464,-0.541,-0.211
-4.21,3.869,0.164,-0.047,-1.251,-0.102,0.276,0.919,0.091,-0.159
-3.887,3.172,-0.739,-0.69,-0.548,0.33,0.569,0.98,-1.609,0.283
-3.543,0.624,0.674,1.413,0.653,-0.445,-0.803,-0.256,-0.65,0.423
-3.249,1.042,0.589,1.408,0.023,-0.821,-0.581,0.031,0.068,0.325
-2.679,1.731,-0.09,2.003,-1.009,0.038,-0.822,1.232,0.128,0.72
-3.052,3.059,-1.668,-0.208,0.466,0.724,-0.237,-0.175,-0.315,0.411
-5.105,1.968,1.14,1.719,-0.443,-0.432,-0.969,-0.173,0.551,0.176
-3.847,4.268,-1.521,-0.465,-0.23,1.067,-0.02,0.005,-0.577,-0.509
-3.206,1.899,-0.933,0.733,0.261,0.565,-0.225,-0.339,-0.677,0.765
-3.299,1.73,0.187,0.121,-1.251,0.796,-0.366,1.091,0.493,0.436
-4.544,1.672,0.643,1.281,0.504,-0.803,-0.709,-0.229,-0.546,1.058
-1.768,1.769,-1.142,-0.739,-0.086,0.12,-0.23,0.217,-0.009,-0.279
-3.237,0.436,-0.86,1.363,-0.251,1.915,-0.395,0.751,-0.774,-0.327
-2.643,2.021,-1.265,0.759,-0.442,0.159,-0.032,-0.145,-0.164,0.86
-4.264,2.925,0.065,0.794,0.323,0.515,-1.282,-0.14,-0.863,-0.39
-3.958,3.922,0.15,-0.265,-1.201,-0.249,0.202,1.163,-0.049,-0.039
-3.548,1.611,-0.85,0.374,0.168,0.318,0.463,0.863,-1.131
-2.704,0.917,0.267,0.314,-0.756,0.818,-0.114,0.673,0.261
-2.447,1.914,-0.208,1.641,-1.159,0.104,-0.539,1.58,0.058,0.786
-3.7,1.841,-0.675,0.441,-0.383,0.89,0.176,0.594,-0.677
-2.776,2.563,0.532,0.277,-1.47,-0.368,-0.278,1.479,-0.164,-0.797
-2.464,1.968,0.026,0.078,-0.542,0.074,0.051,0.596,0.26,-0.437
-2.898,3.393,-0.409,-0.993,-0.587,1.322,0.24,0.231,-1.068,-0.094
-2.708,2.56,-0.439,0.324,-0.348,0.429,0.091,-0.037,-0.434,0.344
-1.577,0.907,-0.291,0.007,-0.256,-0.233,0.187,-0.052,-0.627,0.238
-3.772,0.904,-0.195,0.317,-0.473,1.31,-0.043,0.898,0.536,0.503
-2.012,1.134,-1.029,0.205,0.661,0.359,0.456,0.372,-0.939,-0.613
-2.633,0.672,-0.372,0.439,0.437,0.907,-0.402,-0.04,-0.366,-0.741
-2.05,0.065,-0.938,-0.037,0.082,1.561,0.393,0.835,-0.029,-0.394
-1.596,0.885,-0.199,0.199,-0.115,-0.474,0.428,-0.113,-0.61,0.131
-3.092,3.014,-0.307,-0.016,-0.956,0.195,-0.227,0.367,0.958,-0.092
-2.625,1.551,0.298,0.324,-1.05,0.746,0.067,0.603,0.342,-0.413
-4.611,2.962,-0.856,1.161,-0.612,0.469,0.162,0.705,0.37,-0.916
-2.882,2.165,-0.589,0.173,-1.165,0.014,0.571,0.502,-0.093,-0.616
-1.954,1.595,-1.593,0.37,-0.136,0.022,0.034,0.321,-0.19,-0.491
-4.267,3.01,0.172,0.028,-0.827,0.532,0.099,0.326,0.34,0.696
-3.811,2.123,0.278,1.552,0.754,0.492,-0.584,-0.433,-0.988,0.652
-3.836,3.699,-0.225,1.52,-1.729,-0.184,0.064,0.97,0.5,-0.13
-4.045,2.377,-0.3,2.002,0.826,-0.18,-0.768,-0.408,-0.787,0.156
-3.05,3.055,-1.598,-0.12,0.144,0.757,0.119,-0.397,-0.396,0.477
-3.871,1.694,-0.606,1.428,0.044,0.844,-0.013,0.126,-1.218,-0.553
-2.439,0.789,0.082,0.242,-0.693,0.595,-0.353,0.702,0.413
-3.141,1.873,-1.131,0.941,-0.759,1.224,-0.354,0.016,-0.218,-0.568
-3.776,1.752,0.92,0.722,-1.164,0.774,-0.01,0.657,0.248,1.055
-3.687,1.784,-1.593,1.603,0.123,1.424,-0.225,0.441,0.206,-0.714
