0.87,0.49,0.48,0.5,0.61,0.76,0.79
0.48,0.41,0.48,0.5,0.51,0.9,0.88
0.3,0.44,0.48,0.5,0.49,0.22,0.33
0.64,0.78,0.48,0.5,0.5,0.36,0.38
0.59,0.49,0.48,0.5,0.52,0.45,0.36
0.6,0.61,0.48,0.5,0.54,0.67,0.71
0.5,0.37,0.48,0.5,0.66,0.64,0.69
0.81,0.53,0.48,0.5,0.57,0.87,0.88
0.28,0.33,0.48,0.5,0.45,0.22,0.33
0.58,0.34,0.48,0.5,0.56,0.87,0.81
0.57,0.54,0.48,0.5,0.37,0.28,0.33
0.74,0.78,0.48,0.5,0.75,0.54,0.15
0.54,0.57,0.48,0.5,0.56,0.81,0.83
0.68,0.67,0.48,0.5,0.49,0.4,0.34
0.74,0.7,0.48,0.5,0.66,0.65,0.69
0.72,0.86,0.48,0.5,0.17,0.55,0.21
0.25,0.26,0.48,0.5,0.39,0.32,0.42
0.66,0.48,0.48,0.5,0.54,0.7,0.74
0.33,0.56,0.48,0.5,0.33,0.78,0.8
0.72,0.42,0.48,0.5,0.65,0.77,0.79
0.63,0.8,0.48,0.5,0.46,0.31,0.29
0.43,0.4,0.48,0.5,0.39,0.28,0.39
0.35,0.48,0.48,0.5,0.56,0.4,0.48
0.33,0.47,0.48,0.5,0.53,0.18,0.29
0.71,0.71,0.48,0.5,0.68,0.43,0.36
0.51,0.37,0.48,0.5,0.35,0.36,0.45
0.74,0.9,0.48,0.5,0.57,0.53,0.29
0.3,0.16,0.48,0.5,0.56,0.11,0.23
0.79,0.41,0.48,0.5,0.66,0.81,0.83
0.25,0.4,0.48,0.5,0.46,0.44,0.52
0.76,0.71,0.48,0.5,0.5,0.71,0.75
0.7,0.39,1.0,0.5,0.51,0.82,0.84
0.54,0.49,0.48,0.5,0.4,0.87,0.88
0.04,0.31,0.48,0.5,0.41,0.29,0.39
0.44,0.28,0.48,0.5,0.43,0.27,0.37
0.63,0.65,0.48,0.5,0.39,0.44,0.35
0.74,0.44,0.48,0.5,0.55,0.88,0.89
0.34,0.51,0.48,0.5,0.44,0.37,0.46
0.63,0.49,0.48,0.5,0.54,0.76,0.79
0.32,0.33,0.48,0.5,0.6,0.06,0.2
0.64,0.46,0.48,0.5,0.48,0.73,0.76
0.75,0.84,0.48,0.5,0.35,0.52,0.33
0.68,0.51,0.48,0.5,0.71,0.75,0.78
0.5,0.51,0.48,0.5,0.27,0.23,0.34
0.42,0.24,0.48,0.5,0.57,0.27,0.37
0.67,0.84,0.48,0.5,0.74,0.54,0.37
0.35,0.37,0.48,0.5,0.3,0.34,0.43
0.47,0.47,0.48,0.5,0.22,0.16,0.26
0.84,0.44,0.48,0.5,0.48,0.71,0.74
0.24,0.43,0.48,0.5,0.54,0.52,0.59
0.86,0.39,0.48,0.5,0.59,0.89,0.9
0.72,0.46,0.48,0.5,0.51,0.66,0.7
0.6,0.46,0.48,0.5,0.45,0.81,0.83
0.63,0.69,0.48,0.5,0.65,0.41,0.28
0.41,0.57,0.48,0.5,0.39,0.21,0.32
0.31,0.44,0.48,0.5,0.5,0.79,0.82
0.3,0.37,0.48,0.5,0.59,0.41,0.49
0.42,0.38,0.48,0.5,0.54,0.34,0.43
0.36,0.47,0.48,0.5,0.51,0.69,0.72
0.46,0.61,0.48,0.5,0.48,0.86,0.87
0.63,0.75,0.48,0.5,0.64,0.73,0.66
0.24,0.34,0.48,0.5,0.38,0.3,0.4
0.12,0.43,0.48,0.5,0.63,0.7,0.74
0.81,0.52,0.48,0.5,0.57,0.78,0.8
0.17,0.52,0.48,0.5,0.49,0.37,0.46
0.33,0.45,0.48,0.5,0.52,0.32,0.41
0.61,0.47,0.48,0.5,0.0,0.8,0.32
0.56,0.51,0.48,0.5,0.34,0.37,0.46
0.73,0.84,0.48,0.5,0.86,0.58,0.29
0.42,0.35,0.48,0.5,0.58,0.15,0.27
0.67,0.55,1.0,0.5,0.66,0.58,0.16
0.69,0.43,0.48,0.5,0.59,0.74,0.77
0.5,0.66,0.48,0.5,0.31,0.92,0.92
0.63,1.0,0.48,0.5,0.35,0.51,0.49
0.52,0.36,0.48,0.5,0.41,0.28,0.38
0.44,0.51,0.48,0.5,0.47,0.26,0.36
0.63,0.51,0.48,0.5,0.64,0.72,0.76
0.7,0.61,0.48,0.5,0.56,0.52,0.43
0.7,0.46,0.48,0.5,0.56,0.78,0.73
0.61,0.66,0.48,0.5,0.46,0.87,0.88
0.25,0.51,0.48,0.5,0.37,0.42,0.5
0.4,0.46,0.48,0.5,0.52,0.49,0.56
0.34,0.33,0.48,0.5,0.38,0.35,0.44
0.7,0.71,0.48,0.5,0.42,0.84,0.85
0.23,0.34,0.48,0.5,0.43,0.26,0.37
0.22,0.36,0.48,0.5,0.35,0.39,0.47
0.16,0.43,0.48,0.5,0.54,0.27,0.37
0.25,0.4,0.48,0.5,0.47,0.33,0.42
0.67,0.37,0.48,0.5,0.54,0.64,0.68
0.27,0.35,0.48,0.5,0.51,0.77,0.79
0.65,0.51,0.48,0.5,0.66,0.54,0.33
0.43,0.39,0.48,0.5,0.47,0.31,0.41
0.64,0.84,0.48,0.5,0.37,0.45,0.4
0.68,0.82,0.48,0.5,0.38,0.65,0.56
0.71,0.71,0.48,0.5,0.4,0.54,0.39
0.34,0.35,0.48,0.5,0.51,0.49,0.56
0.74,0.49,0.48,0.5,0.42,0.54,0.36
0.84,0.54,0.48,0.5,0.75,0.92,0.7
0.77,0.57,1.0,0.5,0.37,0.54,0.01
0.85,0.53,0.48,0.5,0.53,0.52,0.35
0.64,0.72,0.48,0.5,0.49,0.42,0.19
0.36,0.41,0.48,0.5,0.48,0.47,0.54
0.52,0.81,0.48,0.5,0.72,0.38,0.38
0.51,0.46,0.48,0.5,0.58,0.31,0.41
0.83,0.37,0.48,0.5,0.61,0.71,0.74
0.35,0.34,0.48,0.5,0.46,0.3,0.27
0.65,0.47,0.48,0.5,0.59,0.3,0.4
0.7,0.53,0.48,0.5,0.7,0.86,0.87
0.69,0.67,0.48,0.5,0.3,0.39,0.24
0.34,0.55,0.48,0.5,0.58,0.31,0.41
0.59,0.29,0.48,0.5,0.64,0.75,0.77
0.5,0.57,0.48,0.5,0.71,0.61,0.66
0.63,0.49,0.48,0.5,0.79,0.45,0.28
0.4,0.5,0.48,0.5,0.45,0.39,0.47
0.49,0.42,0.48,0.5,0.53,0.79,0.81
0.52,0.44,0.48,0.5,0.37,0.36,0.42
0.35,0.51,0.48,0.5,0.61,0.71,0.74
0.54,0.47,0.48,0.5,0.28,0.33,0.42
0.51,0.54,0.48,0.5,0.41,0.34,0.43
0.84,0.49,0.48,0.5,0.55,0.78,0.74
0.68,0.76,0.48,0.5,0.84,0.45,0.27
0.24,0.57,0.48,0.5,0.63,0.34,0.43
0.25,0.48,0.48,0.5,0.44,0.17,0.29
0.61,0.75,0.48,0.5,0.51,0.33,0.33
0.49,0.43,0.48,0.5,0.49,0.3,0.4
0.64,0.81,0.48,0.5,0.37,0.39,0.44
0.29,0.37,0.48,0.5,0.48,0.44,0.52
0.51,0.49,0.48,0.5,0.53,0.14,0.26
0.41,0.43,0.48,0.5,0.45,0.31,0.41
0.62,0.78,0.48,0.5,0.47,0.49,0.54
0.36,0.45,0.48,0.5,0.38,0.79,0.17
0.69,0.8,0.48,0.5,0.46,0.57,0.26
0.29,0.47,0.48,0.5,0.41,0.23,0.34
0.58,0.6,0.48,0.5,0.59,0.73,0.76
0.73,0.36,0.48,0.5,0.53,0.91,0.92
0.69,0.59,0.48,0.5,0.77,0.39,0.21
0.75,0.37,0.48,0.5,0.64,0.7,0.74
0.24,0.43,0.48,0.5,0.37,0.28,0.38
0.63,0.47,0.48,0.5,0.51,0.82,0.84
0.0,0.38,0.48,0.5,0.42,0.48,0.55
0.38,0.3,0.48,0.5,0.43,0.29,0.39
0.63,0.57,0.48,0.5,0.49,0.7,0.2
0.63,0.86,0.48,0.5,0.39,0.47,0.34
0.74,0.47,0.48,0.5,0.5,0.57,0.42
0.43,0.37,0.48,0.5,0.53,0.35,0.44
0.36,0.39,0.48,0.5,0.48,0.22,0.23
0.63,0.5,0.48,0.5,0.59,0.85,0.86
0.43,0.4,0.48,0.5,0.58,0.75,0.78
0.4,0.29,0.48,0.5,0.42,0.35,0.44
0.41,0.51,0.48,0.5,0.58,0.2,0.31
0.69,0.66,0.48,0.5,0.41,0.5,0.25
0.37,0.44,0.48,0.5,0.42,0.39,0.47
0.41,0.48,0.48,0.5,0.51,0.44,0.51
0.37,0.47,0.48,0.5,0.39,0.76,0.79
0.77,0.57,0.48,0.5,0.88,0.53,0.2
0.24,0.35,0.48,0.5,0.31,0.19,0.31
0.34,0.46,0.48,0.5,0.52,0.35,0.44
0.34,0.51,0.48,0.5,0.67,0.9,0.9
0.27,0.3,0.48,0.5,0.71,0.28,0.39
0.44,0.52,0.48,0.5,0.43,0.47,0.54
0.61,0.6,0.48,0.5,0.44,0.39,0.38
0.62,0.42,0.48,0.5,0.58,0.79,0.81
0.44,0.42,0.48,0.5,0.42,0.25,0.2
0.32,0.39,0.48,0.5,0.53,0.28,0.38
0.4,0.46,0.48,0.5,0.42,0.35,0.44
0.4,0.35,0.48,0.5,0.45,0.33,0.42
0.61,0.45,0.48,0.5,0.48,0.35,0.41
0.41,0.43,0.48,0.5,0.5,0.24,0.25
0.71,0.86,0.48,0.5,0.4,0.54,0.32
0.69,0.59,0.48,0.5,0.46,0.44,0.52
0.23,0.48,0.48,0.5,0.59,0.88,0.89
0.44,0.35,0.48,0.5,0.44,0.52,0.59
0.48,0.45,0.48,0.5,0.6,0.78,0.8
0.58,0.55,0.48,0.5,0.57,0.7,0.74
0.74,0.74,0.48,0.5,0.31,0.53,0.52
0.4,0.41,0.48,0.5,0.55,0.22,0.33
0.4,0.45,0.48,0.5,0.38,0.22,0.0
0.52,0.57,0.48,0.5,0.42,0.47,0.54
0.47,0.28,0.48,0.5,0.56,0.2,0.25
0.69,0.39,0.48,0.5,0.57,0.76,0.79
0.66,0.71,0.48,0.5,0.41,0.5,0.35
0.39,0.32,0.48,0.5,0.46,0.24,0.35
0.34,0.45,0.48,0.5,0.38,0.24,0.35
0.36,0.54,0.48,0.5,0.41,0.38,0.46
0.45,0.4,0.48,0.5,0.61,0.74,0.77
0.53,0.42,0.48,0.5,0.16,0.29,0.39
